Item_ID,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales
5770,6.425,Low Fat,Breakfast,131.3626,OUT013,29,High,Tier 3,Supermarket Type1,262.3252
5771,6.59,Low Fat,Fruits and Vegetables,83.4908,OUT046,19,Small,Tier 1,Supermarket Type1,1342.2528
5772,6.36,Low Fat,Household,163.0526,OUT017,9,Medium,Tier 2,Supermarket Type1,1644.526
5773,17.35,Regular,Baking Goods,89.383,OUT017,9,Medium,Tier 2,Supermarket Type1,1258.362
5774,8.6,Low Fat,Household,90.5146,OUT017,9,Medium,Tier 2,Supermarket Type1,729.7168
5775,17.7,Low Fat,Frozen Foods,96.541,OUT018,7,Medium,Tier 3,Supermarket Type2,2220.443
5776,7.6,Regular,Starchy Foods,171.9448,OUT046,19,Small,Tier 1,Supermarket Type1,3749.7856
5777,19.6,Low Fat,Dairy,48.7718,OUT046,19,Small,Tier 1,Supermarket Type1,236.359
5778,9.3,Low Fat,Frozen Foods,184.2292,OUT045,14,Medium,Tier 2,Supermarket Type1,1641.8628
5779,20.2,Low Fat,Household,91.4462,OUT045,14,Medium,Tier 2,Supermarket Type1,1943.4702
5780,11.35,Regular,Fruits and Vegetables,171.179,OUT046,19,Small,Tier 1,Supermarket Type1,4923.591
5781,16.5,Low Fat,Snack Foods,90.3146,OUT017,9,Medium,Tier 2,Supermarket Type1,2554.0088
5782,17.1,Low Fat,Household,165.0842,OUT013,29,High,Tier 3,Supermarket Type1,2320.9788
5783,4.88,Regular,Baking Goods,53.1298,OUT035,12,Small,Tier 2,Supermarket Type1,808.947
5784,10.195,Low Fat,Snack Foods,148.7076,OUT017,9,Medium,Tier 2,Supermarket Type1,1330.2684
5785,12.8,Regular,Meat,223.2404,OUT018,7,Medium,Tier 3,Supermarket Type2,2475.4444
5786,8.05,Regular,Fruits and Vegetables,258.5646,OUT018,7,Medium,Tier 3,Supermarket Type2,3091.9752
5787,20.6,Regular,Snack Foods,178.0344,OUT018,7,Medium,Tier 3,Supermarket Type2,1605.9096
5788,6.32,Low Fat,Meat,39.9822,OUT018,7,Medium,Tier 3,Supermarket Type2,78.5644
5789,5.465,Regular,Baking Goods,131.2626,OUT013,29,High,Tier 3,Supermarket Type1,3410.2276
5790,18.25,Low Fat,Frozen Foods,226.2062,OUT010,18,Medium,Tier 3,Grocery Store,677.1186
5791,14.5,Regular,Baking Goods,102.0332,OUT049,17,Medium,Tier 1,Supermarket Type1,2050.664
5792,15.7,Low Fat,Household,57.5562,OUT018,7,Medium,Tier 3,Supermarket Type2,829.5868
5793,9.6,Low Fat,Household,166.9184,OUT010,18,Medium,Tier 3,Grocery Store,660.4736
5794,20.7,Regular,Dairy,94.9436,OUT049,17,Medium,Tier 1,Supermarket Type1,1229.0668
5795,6.055,Low Fat,Fruits and Vegetables,159.9578,OUT046,19,Small,Tier 1,Supermarket Type1,2727.7826
5796,5.655,Low Fat,Fruits and Vegetables,165.05,OUT046,19,Small,Tier 1,Supermarket Type1,2330.3
5797,6.78,Low Fat,Fruits and Vegetables,186.424,OUT018,7,Medium,Tier 3,Supermarket Type2,1304.968
5798,6.865,Regular,Frozen Foods,244.4486,OUT017,9,Medium,Tier 2,Supermarket Type1,4153.9262
5799,6.61,Regular,Snack Foods,188.4898,OUT010,18,Medium,Tier 3,Grocery Store,187.0898
5800,12.6,Low Fat,Health and Hygiene,121.9414,OUT045,14,Medium,Tier 2,Supermarket Type1,1462.0968
5801,6.055,Low Fat,Fruits and Vegetables,160.3578,OUT018,7,Medium,Tier 3,Supermarket Type2,1765.0358
5802,20.2,Low Fat,Household,188.3898,OUT045,14,Medium,Tier 2,Supermarket Type1,3554.7062
5803,14.15,Low Fat,Soft Drinks,40.5138,OUT046,19,Small,Tier 1,Supermarket Type1,446.7518
5804,16.5,Regular,Breakfast,184.4292,OUT013,29,High,Tier 3,Supermarket Type1,3101.2964
5805,13.3,Regular,Fruits and Vegetables,61.0536,OUT035,12,Small,Tier 2,Supermarket Type1,1898.8616
5806,9.195,Low Fat,Snack Foods,181.7634,OUT049,17,Medium,Tier 1,Supermarket Type1,6179.9556
5807,9,Low Fat,Snack Foods,168.6816,OUT035,12,Small,Tier 2,Supermarket Type1,1342.2528
5808,15.7,Regular,Meat,207.898,OUT035,12,Small,Tier 2,Supermarket Type1,3095.97
5809,18.1,Low Fat,Household,128.7336,OUT049,17,Medium,Tier 1,Supermarket Type1,2173.1712
5810,15.7,Regular,Snack Foods,253.1724,OUT049,17,Medium,Tier 1,Supermarket Type1,5285.1204
5811,9.195,Regular,Meat,107.1596,OUT013,29,High,Tier 3,Supermarket Type1,2804.3496
5812,13.85,Regular,Breakfast,234.93,OUT045,14,Medium,Tier 2,Supermarket Type1,4660.6
5813,20.2,Low Fat,Household,61.451,OUT018,7,Medium,Tier 3,Supermarket Type2,126.502
5814,13.65,Regular,Snack Foods,55.5588,OUT046,19,Small,Tier 1,Supermarket Type1,1603.2464
5815,15,Regular,Meat,238.7248,OUT013,29,High,Tier 3,Supermarket Type1,2133.2232
5816,10.695,Low Fat,Household,36.0848,OUT018,7,Medium,Tier 3,Supermarket Type2,372.848
5817,14,Regular,Frozen Foods,54.864,OUT018,7,Medium,Tier 3,Supermarket Type2,319.584
5818,6.655,Low Fat,Fruits and Vegetables,210.0586,OUT046,19,Small,Tier 1,Supermarket Type1,4221.172
5819,16.5,Regular,Canned,101.199,OUT046,19,Small,Tier 1,Supermarket Type1,1031.99
5820,9.6,Regular,Snack Foods,257.8304,OUT046,19,Small,Tier 1,Supermarket Type1,1808.3128
5821,6.55,Regular,Breads,155.8288,OUT049,17,Medium,Tier 1,Supermarket Type1,1099.9016
5822,16.25,Low Fat,Canned,89.8804,OUT017,9,Medium,Tier 2,Supermarket Type1,1102.5648
5823,15.25,Regular,Snack Foods,179.866,OUT013,29,High,Tier 3,Supermarket Type1,2696.49
5824,9.695,Regular,Canned,174.537,OUT035,12,Small,Tier 2,Supermarket Type1,1235.059
5825,16,Low Fat,Dairy,225.0404,OUT046,19,Small,Tier 1,Supermarket Type1,4950.8888
5826,15.85,Low Fat,Breads,218.3166,OUT010,18,Medium,Tier 3,Grocery Store,435.4332
5827,18.85,Low Fat,Household,193.9136,OUT049,17,Medium,Tier 1,Supermarket Type1,3110.6176
5828,6.215,Regular,Baking Goods,224.5062,OUT045,14,Medium,Tier 2,Supermarket Type1,4514.124
5829,11.8,Low Fat,Health and Hygiene,80.8618,OUT049,17,Medium,Tier 1,Supermarket Type1,1288.9888
5830,7.325,Low Fat,Fruits and Vegetables,90.3146,OUT018,7,Medium,Tier 3,Supermarket Type2,1733.0774
5831,10.5,Low Fat,Hard Drinks,159.2946,OUT049,17,Medium,Tier 1,Supermarket Type1,1893.5352
5832,15.7,Regular,Fruits and Vegetables,61.9536,OUT045,14,Medium,Tier 2,Supermarket Type1,1225.072
5833,13,Regular,Snack Foods,63.4484,OUT045,14,Medium,Tier 2,Supermarket Type1,1043.9744
5834,13.5,Regular,Snack Foods,264.491,OUT049,17,Medium,Tier 1,Supermarket Type1,6574.775
5835,6.865,Low Fat,Soft Drinks,128.9652,OUT018,7,Medium,Tier 3,Supermarket Type2,1679.1476
5836,7.785,Low Fat,Dairy,103.0306,OUT013,29,High,Tier 3,Supermarket Type1,2404.2038
5837,17.7,Regular,Fruits and Vegetables,46.9034,OUT035,12,Small,Tier 2,Supermarket Type1,972.068
5838,20.2,Low Fat,Household,93.6462,OUT010,18,Medium,Tier 3,Grocery Store,277.6386
5839,7.855,Low Fat,Canned,189.5188,OUT046,19,Small,Tier 1,Supermarket Type1,1904.188
5840,6.36,Low Fat,Fruits and Vegetables,45.906,OUT035,12,Small,Tier 2,Supermarket Type1,419.454
5841,17,Regular,Snack Foods,229.4352,OUT046,19,Small,Tier 1,Supermarket Type1,4809.7392
5842,5.78,Low Fat,Breads,163.5552,OUT046,19,Small,Tier 1,Supermarket Type1,1787.0072
5843,11.5,Low Fat,Fruits and Vegetables,187.953,OUT045,14,Medium,Tier 2,Supermarket Type1,2656.542
5844,18.2,Low Fat,Fruits and Vegetables,147.3734,OUT018,7,Medium,Tier 3,Supermarket Type2,2375.5744
5845,18.25,Low Fat,Frozen Foods,223.8062,OUT013,29,High,Tier 3,Supermarket Type1,4288.4178
5846,12.6,Low Fat,Breads,60.4194,OUT013,29,High,Tier 3,Supermarket Type1,990.7104
5847,8.575,Regular,Dairy,195.3794,OUT049,17,Medium,Tier 1,Supermarket Type1,3511.4292
5848,18.2,Low Fat,Fruits and Vegetables,37.719,OUT018,7,Medium,Tier 3,Supermarket Type2,549.285
5849,8.115,Regular,Canned,155.2972,OUT010,18,Medium,Tier 3,Grocery Store,311.5944
5850,12.65,Low Fat,Meat,52.4324,OUT045,14,Medium,Tier 2,Supermarket Type1,571.2564
5851,8.775,Low Fat,Dairy,41.9428,OUT046,19,Small,Tier 1,Supermarket Type1,1537.998
5852,5.94,Regular,Breads,187.7556,OUT035,12,Small,Tier 2,Supermarket Type1,3755.112
5853,18.85,Low Fat,Baking Goods,131.5284,OUT035,12,Small,Tier 2,Supermarket Type1,1581.9408
5854,9.8,Regular,Baking Goods,49.2008,OUT013,29,High,Tier 3,Supermarket Type1,657.8104
5855,12.65,Regular,Fruits and Vegetables,238.3538,OUT017,9,Medium,Tier 2,Supermarket Type1,5528.1374
5856,20.7,Low Fat,Household,149.8366,OUT018,7,Medium,Tier 3,Supermarket Type2,2267.049
5857,14.65,Low Fat,Hard Drinks,55.2614,OUT013,29,High,Tier 3,Supermarket Type1,718.3982
5858,15.85,Low Fat,Snack Foods,55.8956,OUT018,7,Medium,Tier 3,Supermarket Type2,491.3604
5859,17.25,Regular,Fruits and Vegetables,61.5194,OUT017,9,Medium,Tier 2,Supermarket Type1,1052.6298
5860,16,Regular,Frozen Foods,87.4856,OUT017,9,Medium,Tier 2,Supermarket Type1,263.6568
5861,6.32,Low Fat,Meat,40.2822,OUT046,19,Small,Tier 1,Supermarket Type1,628.5152
5862,6.525,Low Fat,Household,86.7882,OUT035,12,Small,Tier 2,Supermarket Type1,1975.4286
5863,6.695,Low Fat,Starchy Foods,191.882,OUT013,29,High,Tier 3,Supermarket Type1,3861.64
5864,14.85,Regular,Snack Foods,157.963,OUT045,14,Medium,Tier 2,Supermarket Type1,2816.334
5865,17.1,Low Fat,Frozen Foods,150.7392,OUT049,17,Medium,Tier 1,Supermarket Type1,3131.9232
5866,10.3,Regular,Fruits and Vegetables,115.0176,OUT013,29,High,Tier 3,Supermarket Type1,4122.6336
5867,19.7,Low Fat,Baking Goods,179.166,OUT013,29,High,Tier 3,Supermarket Type1,3056.022
5868,10.695,Regular,Snack Foods,73.5038,OUT049,17,Medium,Tier 1,Supermarket Type1,1478.076
5869,7.285,Low Fat,Household,177.1054,OUT045,14,Medium,Tier 2,Supermarket Type1,2626.581
5870,17.7,Low Fat,Household,127.3678,OUT018,7,Medium,Tier 3,Supermarket Type2,3306.3628
5871,18.25,Low Fat,Snack Foods,198.0084,OUT049,17,Medium,Tier 1,Supermarket Type1,793.6336
5872,5.175,Regular,Snack Foods,106.7622,OUT010,18,Medium,Tier 3,Grocery Store,211.7244
5873,5.635,Low Fat,Baking Goods,148.705,OUT049,17,Medium,Tier 1,Supermarket Type1,1198.44
5874,6.035,Low Fat,Snack Foods,155.5998,OUT010,18,Medium,Tier 3,Grocery Store,153.7998
5875,14.8,Low Fat,Meat,191.4846,OUT018,7,Medium,Tier 3,Supermarket Type2,3057.3536
5876,18.25,Regular,Dairy,111.657,OUT046,19,Small,Tier 1,Supermarket Type1,1537.998
5877,16.1,Regular,Dairy,179.4318,OUT018,7,Medium,Tier 3,Supermarket Type2,360.8636
5878,16.75,Low Fat,Dairy,170.4106,OUT018,7,Medium,Tier 3,Supermarket Type2,513.3318
5879,17.7,Regular,Starchy Foods,184.3924,OUT046,19,Small,Tier 1,Supermarket Type1,4257.1252
5880,8.88,Low Fat,Household,208.927,OUT049,17,Medium,Tier 1,Supermarket Type1,7130.718
5881,18.2,Low Fat,Fruits and Vegetables,38.319,OUT010,18,Medium,Tier 3,Grocery Store,109.857
5882,11.15,Low Fat,Dairy,44.9744,OUT013,29,High,Tier 3,Supermarket Type1,498.0184
5883,20,Low Fat,Baking Goods,45.3086,OUT017,9,Medium,Tier 2,Supermarket Type1,490.6946
5884,7.935,Low Fat,Household,263.091,OUT013,29,High,Tier 3,Supermarket Type1,5522.811
5885,20.1,Low Fat,Dairy,110.7228,OUT045,14,Medium,Tier 2,Supermarket Type1,1657.842
5886,13.65,Regular,Fruits and Vegetables,114.7834,OUT035,12,Small,Tier 2,Supermarket Type1,3455.502
5887,6.635,Regular,Frozen Foods,36.7506,OUT018,7,Medium,Tier 3,Supermarket Type2,75.9012
5888,18.25,Low Fat,Frozen Foods,226.1062,OUT045,14,Medium,Tier 2,Supermarket Type1,6771.186
5889,11.15,Low Fat,Others,66.0142,OUT017,9,Medium,Tier 2,Supermarket Type1,988.713
5890,19.5,Low Fat,Household,185.6608,OUT035,12,Small,Tier 2,Supermarket Type1,918.804
5891,6.48,Low Fat,Snack Foods,148.2076,OUT049,17,Medium,Tier 1,Supermarket Type1,3399.5748
5892,11.15,Regular,Baking Goods,102.7648,OUT013,29,High,Tier 3,Supermarket Type1,1142.5128
5893,5.985,Low Fat,Frozen Foods,125.8678,OUT013,29,High,Tier 3,Supermarket Type1,3560.6984
5894,7.27,Low Fat,Health and Hygiene,99.3384,OUT017,9,Medium,Tier 2,Supermarket Type1,2759.0752
5895,6.78,Regular,Fruits and Vegetables,227.5694,OUT049,17,Medium,Tier 1,Supermarket Type1,3653.9104
5896,9.195,Regular,Frozen Foods,50.7666,OUT018,7,Medium,Tier 3,Supermarket Type2,512.666
5897,19.5,Regular,Soft Drinks,232.8958,OUT013,29,High,Tier 3,Supermarket Type1,5608.6992
5898,6.59,Low Fat,Fruits and Vegetables,83.9908,OUT018,7,Medium,Tier 3,Supermarket Type2,1426.1436
5899,7.51,Low Fat,Fruits and Vegetables,229.601,OUT046,19,Small,Tier 1,Supermarket Type1,6201.927
5900,12.5,Low Fat,Meat,220.0798,OUT035,12,Small,Tier 2,Supermarket Type1,1322.2788
5901,17,Low Fat,Health and Hygiene,123.773,OUT018,7,Medium,Tier 3,Supermarket Type2,1231.73
5902,12.65,Low Fat,Meat,53.5324,OUT017,9,Medium,Tier 2,Supermarket Type1,830.9184
5903,12.5,Regular,Fruits and Vegetables,82.7592,OUT035,12,Small,Tier 2,Supermarket Type1,577.9144
5904,18.7,Regular,Meat,184.2292,OUT018,7,Medium,Tier 3,Supermarket Type2,1277.0044
5905,11,Regular,Canned,218.4798,OUT046,19,Small,Tier 1,Supermarket Type1,2203.798
5906,7.35,Low Fat,Fruits and Vegetables,40.5454,OUT045,14,Medium,Tier 2,Supermarket Type1,545.2902
5907,10.895,Low Fat,Dairy,264.5568,OUT013,29,High,Tier 3,Supermarket Type1,5536.7928
5908,17.2,Regular,Canned,165.3184,OUT013,29,High,Tier 3,Supermarket Type1,990.7104
5909,15.5,Regular,Baking Goods,83.7934,OUT017,9,Medium,Tier 2,Supermarket Type1,1474.0812
5910,7.905,Low Fat,Hard Drinks,229.4694,OUT045,14,Medium,Tier 2,Supermarket Type1,2055.3246
5911,9.8,Low Fat,Soft Drinks,45.006,OUT017,9,Medium,Tier 2,Supermarket Type1,792.302
5912,11.6,Regular,Frozen Foods,79.2276,OUT018,7,Medium,Tier 3,Supermarket Type2,649.8208
5913,5.825,Low Fat,Household,159.7894,OUT035,12,Small,Tier 2,Supermarket Type1,1294.3152
5914,16.35,Low Fat,Fruits and Vegetables,196.3426,OUT018,7,Medium,Tier 3,Supermarket Type2,1384.1982
5915,14.7,Low Fat,Hard Drinks,141.8128,OUT035,12,Small,Tier 2,Supermarket Type1,1869.5664
5916,11.6,Low Fat,Soft Drinks,141.9154,OUT035,12,Small,Tier 2,Supermarket Type1,992.7078
5917,16.75,Low Fat,Snack Foods,155.163,OUT013,29,High,Tier 3,Supermarket Type1,2972.797
5918,12.5,Low Fat,Breads,197.2742,OUT013,29,High,Tier 3,Supermarket Type1,2587.9646
5919,12.6,Regular,Dairy,253.0356,OUT010,18,Medium,Tier 3,Grocery Store,254.3356
5920,12.35,Low Fat,Household,117.6124,OUT013,29,High,Tier 3,Supermarket Type1,3910.9092
5921,13.35,Low Fat,Baking Goods,93.0804,OUT045,14,Medium,Tier 2,Supermarket Type1,2113.2492
5922,6.63,Regular,Baking Goods,166.85,OUT013,29,High,Tier 3,Supermarket Type1,5326.4
5923,6.61,Regular,Snack Foods,188.4898,OUT018,7,Medium,Tier 3,Supermarket Type2,4677.245
5924,19.6,Regular,Snack Foods,166.8816,OUT035,12,Small,Tier 2,Supermarket Type1,1845.5976
5925,13.6,Regular,Dairy,234.53,OUT017,9,Medium,Tier 2,Supermarket Type1,6524.84
5926,19.25,Regular,Meat,197.511,OUT017,9,Medium,Tier 2,Supermarket Type1,982.055
5927,20,Regular,Baking Goods,168.7132,OUT045,14,Medium,Tier 2,Supermarket Type1,6426.3016
5928,20.75,Low Fat,Snack Foods,161.0578,OUT010,18,Medium,Tier 3,Grocery Store,481.3734
5929,7.235,Low Fat,Snack Foods,114.8834,OUT049,17,Medium,Tier 1,Supermarket Type1,3340.3186
5930,6.78,Low Fat,Fruits and Vegetables,187.724,OUT049,17,Medium,Tier 1,Supermarket Type1,1491.392
5931,7.3,Low Fat,Frozen Foods,146.3076,OUT010,18,Medium,Tier 3,Grocery Store,886.8456
5932,12.3,Low Fat,Household,188.753,OUT013,29,High,Tier 3,Supermarket Type1,3795.06
5933,16.85,Low Fat,Snack Foods,145.276,OUT018,7,Medium,Tier 3,Supermarket Type2,2490.092
5934,14.65,Regular,Snack Foods,49.8666,OUT049,17,Medium,Tier 1,Supermarket Type1,563.9326
5935,15.6,Low Fat,Snack Foods,123.7704,OUT035,12,Small,Tier 2,Supermarket Type1,3129.26
5936,17.35,Low Fat,Household,176.2712,OUT018,7,Medium,Tier 3,Supermarket Type2,1230.3984
5937,16,Low Fat,Dairy,141.3154,OUT049,17,Medium,Tier 1,Supermarket Type1,3261.7542
5938,17,Low Fat,Fruits and Vegetables,170.9106,OUT018,7,Medium,Tier 3,Supermarket Type2,1197.7742
5939,11.5,Regular,Frozen Foods,100.5358,OUT045,14,Medium,Tier 2,Supermarket Type1,2111.2518
5940,5.695,Regular,Breads,256.5988,OUT046,19,Small,Tier 1,Supermarket Type1,2055.9904
5941,15.2,Low Fat,Soft Drinks,36.0848,OUT046,19,Small,Tier 1,Supermarket Type1,1193.1136
5942,9.1,Low Fat,Baking Goods,126.5362,OUT013,29,High,Tier 3,Supermarket Type1,1761.7068
5943,16.85,Low Fat,Snack Foods,146.076,OUT017,9,Medium,Tier 2,Supermarket Type1,2636.568
5944,11.15,Low Fat,Others,65.9142,OUT045,14,Medium,Tier 2,Supermarket Type1,790.9704
5945,17,Low Fat,Frozen Foods,247.4434,OUT013,29,High,Tier 3,Supermarket Type1,2980.1208
5946,7.47,Regular,Frozen Foods,215.2218,OUT017,9,Medium,Tier 2,Supermarket Type1,3419.5488
5947,20.7,Low Fat,Fruits and Vegetables,37.3506,OUT046,19,Small,Tier 1,Supermarket Type1,834.9132
5948,15.6,Regular,Snack Foods,173.2764,OUT035,12,Small,Tier 2,Supermarket Type1,3779.0808
5949,17.7,Regular,Meat,100.7674,OUT045,14,Medium,Tier 2,Supermarket Type1,814.9392
5950,13,Low Fat,Household,60.0194,OUT049,17,Medium,Tier 1,Supermarket Type1,1114.5492
5951,14,Regular,Dairy,146.3786,OUT045,14,Medium,Tier 2,Supermarket Type1,866.8716
5952,18.85,Regular,Dairy,119.044,OUT046,19,Small,Tier 1,Supermarket Type1,2396.88
5953,15.7,Low Fat,Soft Drinks,182.4634,OUT035,12,Small,Tier 2,Supermarket Type1,1999.3974
5954,15.85,Low Fat,Household,44.0112,OUT046,19,Small,Tier 1,Supermarket Type1,468.7232
5955,6.175,Regular,Meat,94.3752,OUT046,19,Small,Tier 1,Supermarket Type1,1342.2528
5956,16,Regular,Meat,48.3718,OUT035,12,Small,Tier 2,Supermarket Type1,614.5334
5957,13.15,Low Fat,Household,158.1604,OUT017,9,Medium,Tier 2,Supermarket Type1,1426.1436
5958,16.5,Regular,Fruits and Vegetables,102.7332,OUT045,14,Medium,Tier 2,Supermarket Type1,1537.998
5959,14.65,Low Fat,Others,57.0614,OUT017,9,Medium,Tier 2,Supermarket Type1,939.4438
5960,13.5,Regular,Snack Foods,261.491,OUT013,29,High,Tier 3,Supermarket Type1,3418.883
5961,10.1,Low Fat,Canned,50.6008,OUT049,17,Medium,Tier 1,Supermarket Type1,404.8064
5962,11.85,Regular,Baking Goods,51.4666,OUT017,9,Medium,Tier 2,Supermarket Type1,974.0654
5963,9.285,Regular,Snack Foods,161.0578,OUT045,14,Medium,Tier 2,Supermarket Type1,2406.867
5964,12.8,Regular,Meat,223.5404,OUT035,12,Small,Tier 2,Supermarket Type1,5626.01
5965,6.235,Low Fat,Household,260.8962,OUT049,17,Medium,Tier 1,Supermarket Type1,5956.9126
5966,12.15,Low Fat,Frozen Foods,246.846,OUT045,14,Medium,Tier 2,Supermarket Type1,6404.996
5967,12.35,Regular,Baking Goods,78.2328,OUT049,17,Medium,Tier 1,Supermarket Type1,1158.492
5968,9.195,Regular,Fruits and Vegetables,101.0016,OUT010,18,Medium,Tier 3,Grocery Store,202.4032
5969,16.2,Low Fat,Fruits and Vegetables,260.3278,OUT018,7,Medium,Tier 3,Supermarket Type2,2342.9502
5970,7.285,Low Fat,Household,174.6054,OUT017,9,Medium,Tier 2,Supermarket Type1,2976.7918
5971,7.05,Regular,Breads,224.7088,OUT046,19,Small,Tier 1,Supermarket Type1,3131.9232
5972,14.5,Regular,Breads,262.3594,OUT046,19,Small,Tier 1,Supermarket Type1,4448.2098
5973,13.35,Low Fat,Dairy,75.7012,OUT017,9,Medium,Tier 2,Supermarket Type1,1442.1228
5974,11.5,Low Fat,Fruits and Vegetables,128.4652,OUT049,17,Medium,Tier 1,Supermarket Type1,2841.6344
5975,12.1,Low Fat,Hard Drinks,180.666,OUT049,17,Medium,Tier 1,Supermarket Type1,2876.256
5976,11.8,Regular,Snack Foods,124.5704,OUT018,7,Medium,Tier 3,Supermarket Type2,1001.3632
5977,7.05,Low Fat,Snack Foods,107.4912,OUT018,7,Medium,Tier 3,Supermarket Type2,982.7208
5978,18.75,Low Fat,Household,207.0954,OUT046,19,Small,Tier 1,Supermarket Type1,3125.931
5979,19.25,Regular,Meat,196.311,OUT045,14,Medium,Tier 2,Supermarket Type1,3142.576
5980,16.2,Low Fat,Canned,100.57,OUT013,29,High,Tier 3,Supermarket Type1,1398.18
5981,8.31,Regular,Snack Foods,176.0028,OUT018,7,Medium,Tier 3,Supermarket Type2,4427.57
5982,13.1,Low Fat,Dairy,73.8354,OUT017,9,Medium,Tier 2,Supermarket Type1,1956.1204
5983,13.5,Low Fat,Fruits and Vegetables,180.5976,OUT046,19,Small,Tier 1,Supermarket Type1,3078.6592
5984,11.15,Regular,Snack Foods,169.679,OUT046,19,Small,Tier 1,Supermarket Type1,1018.674
5985,7.5,Low Fat,Household,56.2588,OUT018,7,Medium,Tier 3,Supermarket Type2,687.1056
5986,15.6,Regular,Snack Foods,169.9764,OUT018,7,Medium,Tier 3,Supermarket Type2,2748.4224
5987,6.78,Low Fat,Fruits and Vegetables,186.524,OUT017,9,Medium,Tier 2,Supermarket Type1,2609.936
5988,16,Low Fat,Snack Foods,141.1496,OUT035,12,Small,Tier 2,Supermarket Type1,4516.7872
5989,10.5,Low Fat,Hard Drinks,159.6946,OUT018,7,Medium,Tier 3,Supermarket Type2,3629.2758
5990,17.1,Low Fat,Frozen Foods,148.8392,OUT018,7,Medium,Tier 3,Supermarket Type2,2087.9488
5991,7.535,Low Fat,Soft Drinks,121.644,OUT045,14,Medium,Tier 2,Supermarket Type1,1557.972
5992,15.1,Low Fat,Frozen Foods,146.6076,OUT035,12,Small,Tier 2,Supermarket Type1,2364.9216
5993,15.1,Low Fat,Frozen Foods,149.0076,OUT017,9,Medium,Tier 2,Supermarket Type1,4138.6128
5994,10,Low Fat,Canned,264.7226,OUT018,7,Medium,Tier 3,Supermarket Type2,3171.8712
5995,20.85,Low Fat,Starchy Foods,224.0746,OUT017,9,Medium,Tier 2,Supermarket Type1,2243.746
5996,16.7,Regular,Fruits and Vegetables,182.1976,OUT035,12,Small,Tier 2,Supermarket Type1,724.3904
5997,8.315,Regular,Baking Goods,143.6444,OUT010,18,Medium,Tier 3,Grocery Store,145.1444
5998,16.75,Low Fat,Fruits and Vegetables,258.4988,OUT035,12,Small,Tier 2,Supermarket Type1,4111.9808
5999,12.5,Low Fat,Household,42.9112,OUT049,17,Medium,Tier 1,Supermarket Type1,1022.6688
6000,6.8,Low Fat,Baking Goods,49.9034,OUT046,19,Small,Tier 1,Supermarket Type1,194.4136
6001,7.3,Low Fat,Frozen Foods,149.8076,OUT013,29,High,Tier 3,Supermarket Type1,2808.3444
6002,15.85,Low Fat,Household,42.5112,OUT049,17,Medium,Tier 1,Supermarket Type1,852.224
6003,12.1,Regular,Soft Drinks,56.5614,OUT035,12,Small,Tier 2,Supermarket Type1,828.921
6004,9.195,Regular,Meat,107.6596,OUT045,14,Medium,Tier 2,Supermarket Type1,323.5788
6005,7.59,Regular,Fruits and Vegetables,174.708,OUT013,29,High,Tier 3,Supermarket Type1,2942.836
6006,12.15,Low Fat,Starchy Foods,34.5532,OUT013,29,High,Tier 3,Supermarket Type1,359.532
6007,19.75,Regular,Frozen Foods,179.766,OUT010,18,Medium,Tier 3,Grocery Store,719.064
6008,18.85,Low Fat,Health and Hygiene,130.2626,OUT035,12,Small,Tier 2,Supermarket Type1,2360.9268
6009,12.15,Low Fat,Frozen Foods,211.2928,OUT013,29,High,Tier 3,Supermarket Type1,2735.1064
6010,13.1,Low Fat,Fruits and Vegetables,174.2054,OUT035,12,Small,Tier 2,Supermarket Type1,3677.2134
6011,7.895,Regular,Breakfast,58.5588,OUT013,29,High,Tier 3,Supermarket Type1,171.7764
6012,16.75,Low Fat,Snack Foods,38.9822,OUT049,17,Medium,Tier 1,Supermarket Type1,628.5152
6013,16.35,Low Fat,Household,198.211,OUT035,12,Small,Tier 2,Supermarket Type1,2946.165
6014,8.21,Low Fat,Hard Drinks,149.5392,OUT035,12,Small,Tier 2,Supermarket Type1,1789.6704
6015,15.85,Low Fat,Soft Drinks,58.3904,OUT017,9,Medium,Tier 2,Supermarket Type1,468.7232
6016,16.2,Low Fat,Canned,100.47,OUT049,17,Medium,Tier 1,Supermarket Type1,1597.92
6017,17.5,Low Fat,Frozen Foods,264.491,OUT046,19,Small,Tier 1,Supermarket Type1,3681.874
6018,13.65,Regular,Frozen Foods,198.1426,OUT035,12,Small,Tier 2,Supermarket Type1,1977.426
6019,11.35,Regular,Dairy,88.9856,OUT045,14,Medium,Tier 2,Supermarket Type1,1230.3984
6020,10.8,Low Fat,Dairy,191.1504,OUT035,12,Small,Tier 2,Supermarket Type1,4410.2592
6021,7.47,Regular,Frozen Foods,211.8218,OUT013,29,High,Tier 3,Supermarket Type1,1496.0526
6022,19.85,Low Fat,Fruits and Vegetables,126.402,OUT046,19,Small,Tier 1,Supermarket Type1,1012.016
6023,8.39,Regular,Frozen Foods,113.6176,OUT017,9,Medium,Tier 2,Supermarket Type1,2862.94
6024,10.8,Low Fat,Snack Foods,239.2222,OUT049,17,Medium,Tier 1,Supermarket Type1,6692.6216
6025,15,Low Fat,Health and Hygiene,140.2838,OUT046,19,Small,Tier 1,Supermarket Type1,1404.838
